word,korean_meaning,level,korean_example,english_translation,image_file,tts_word_en,tts_meaning_ko,tts_example_en,tts_example_ko,category,difficulty
ill,아픈,,그는 어제부터 아파서 학교에 못 갔어요.,"He has been ill since yesterday, so he couldn't go to school.",ill.png,ill_word_en.mp3,ill_meaning_ko.mp3,ill_example_en.mp3,ill_example_ko.mp3,위기탈출,3
illness,병,,그 병은 치료가 필요해요.,That illness needs treatment.,illness.png,illness_word_en.mp3,illness_meaning_ko.mp3,illness_example_en.mp3,illness_example_ko.mp3,위기탈출,3
image,이미지,,그 회사는 좋은 이미지를 가지고 있어요.,That company has a good image.,image.png,image_word_en.mp3,image_meaning_ko.mp3,image_example_en.mp3,image_example_ko.mp3,초급,2
immediately,즉시,,불이 나면 즉시 밖으로 나가세요.,"If there is a fire, go outside immediately.",immediately.png,immediately_word_en.mp3,immediately_meaning_ko.mp3,immediately_example_en.mp3,immediately_example_ko.mp3,초급,2
impossible,불가능한,,혼자서 이 일을 끝내는 것은 불가능해요.,It is impossible to finish this work alone.,impossible.png,impossible_word_en.mp3,impossible_meaning_ko.mp3,impossible_example_en.mp3,impossible_example_ko.mp3,초급,2
included,포함된,,가격에 포함된 아침 식사가 맛있었어요.,The breakfast included in the price was delicious.,included.png,included_word_en.mp3,included_meaning_ko.mp3,included_example_en.mp3,included_example_ko.mp3,초급,2
including,포함하여,,우리 가족은 저를 포함하여 네 명이에요.,"My family has four people, including me.",including.png,including_word_en.mp3,including_meaning_ko.mp3,including_example_en.mp3,including_example_ko.mp3,초급,2
increase,증가하다,,운동을 하면 체력이 증가해요.,"If you exercise, your strength increases.",increase.png,increase_word_en.mp3,increase_meaning_ko.mp3,increase_example_en.mp3,increase_example_ko.mp3,초급,2
incredible,놀라운,,그 마술사의 공연은 정말 놀라웠어요.,The magician's performance was truly incredible.,incredible.png,incredible_word_en.mp3,incredible_meaning_ko.mp3,incredible_example_en.mp3,incredible_example_ko.mp3,초급,2
independent,독립적인,,그녀는 독립적인 생활을 하고 있어요.,She is living an independent life.,independent.png,independent_word_en.mp3,independent_meaning_ko.mp3,independent_example_en.mp3,independent_example_ko.mp3,초급,2
individual,개인,,우리는 개인의 의견을 존중해야 해요.,We should respect each individual's opinion.,individual.png,individual_word_en.mp3,individual_meaning_ko.mp3,individual_example_en.mp3,individual_example_ko.mp3,초급,2
industry,산업,,한국의 반도체 산업은 매우 중요해요.,Korea's semiconductor industry is very important.,industry.png,industry_word_en.mp3,industry_meaning_ko.mp3,industry_example_en.mp3,industry_example_ko.mp3,비즈니스,3
informal,비공식적인,,오늘 회의는 비공식적인 모임이에요.,Today's meeting is an informal gathering.,informal.png,informal_word_en.mp3,informal_meaning_ko.mp3,informal_example_en.mp3,informal_example_ko.mp3,초급,2
injury,부상,,그 선수는 경기 중에 부상을 입었어요.,The player got an injury during the game.,injury.png,injury_word_en.mp3,injury_meaning_ko.mp3,injury_example_en.mp3,injury_example_ko.mp3,위기탈출,3
insect,곤충,,나비는 아름다운 곤충이에요.,A butterfly is a beautiful insect.,insect.png,insect_word_en.mp3,insect_meaning_ko.mp3,insect_example_en.mp3,insect_example_ko.mp3,초급,2
inside,안에,,상자 안에 선물이 있어요.,There is a gift inside the box.,inside.png,inside_word_en.mp3,inside_meaning_ko.mp3,inside_example_en.mp3,inside_example_ko.mp3,초급,2
instead,대신에,,오늘은 커피 대신에 차를 마셨어요.,Today I drank tea instead of coffee.,instead.png,instead_word_en.mp3,instead_meaning_ko.mp3,instead_example_en.mp3,instead_example_ko.mp3,초급,2
instruction,지시,,선생님의 지시를 잘 들으세요.,Listen carefully to the teacher's instruction.,instruction.png,instruction_word_en.mp3,instruction_meaning_ko.mp3,instruction_example_en.mp3,instruction_example_ko.mp3,초급,2
instructor,강사,,요가 강사가 자세를 알려 주었어요.,The yoga instructor taught us the posture.,instructor.png,instructor_word_en.mp3,instructor_meaning_ko.mp3,instructor_example_en.mp3,instructor_example_ko.mp3,초급,2
instrument,악기,,피아노는 제가 좋아하는 악기예요.,The piano is my favorite instrument.,instrument.png,instrument_word_en.mp3,instrument_meaning_ko.mp3,instrument_example_en.mp3,instrument_example_ko.mp3,초급,2
intelligent,영리한,,그 학생은 매우 영리해서 문제를 빨리 풀어요.,That student is very intelligent and solves problems quickly.,intelligent.png,intelligent_word_en.mp3,intelligent_meaning_ko.mp3,intelligent_example_en.mp3,intelligent_example_ko.mp3,초급,2
international,국제적인,,서울에서 국제적인 회의가 열렸어요.,An international conference was held in Seoul.,international.png,international_word_en.mp3,international_meaning_ko.mp3,international_example_en.mp3,international_example_ko.mp3,여행,2
introduction,소개,,수업 첫날에 자기소개를 했어요.,"On the first day of class, I gave an introduction of myself.",introduction.png,introduction_word_en.mp3,introduction_meaning_ko.mp3,introduction_example_en.mp3,introduction_example_ko.mp3,초급,2
invent,발명하다,,그 과학자는 새로운 기계를 발명했어요.,The scientist invented a new machine.,invent.png,invent_word_en.mp3,invent_meaning_ko.mp3,invent_example_en.mp3,invent_example_ko.mp3,초급,2
invention,발명,,전기의 발명은 세상을 크게 바꾸었어요.,The invention of electricity greatly changed the world.,invention.png,invention_word_en.mp3,invention_meaning_ko.mp3,invention_example_en.mp3,invention_example_ko.mp3,초급,2
invitation,초대,,친구에게 생일 파티 초대를 받았어요.,I received an invitation to a birthday party from my friend.,invitation.png,invitation_word_en.mp3,invitation_meaning_ko.mp3,invitation_example_en.mp3,invitation_example_ko.mp3,초급,2
invite,초대하다,,저는 친구들을 집에 초대했어요.,I invited my friends to my house.,invite.png,invite_word_en.mp3,invite_meaning_ko.mp3,invite_example_en.mp3,invite_example_ko.mp3,초급,2
involve,포함하다,,이 일은 많은 단계를 포함해요.,This work involves many steps.,involve.png,involve_word_en.mp3,involve_meaning_ko.mp3,involve_example_en.mp3,involve_example_ko.mp3,초급,2
item,품목,,이 품목은 세일 중이에요.,This item is on sale.,item.png,item_word_en.mp3,item_meaning_ko.mp3,item_example_en.mp3,item_example_ko.mp3,쇼핑,2
itself,그것 자체,,선물보다 그것 자체에 담긴 마음이 더 중요해요.,The feeling in it itself is more important than the gift.,itself.png,itself_word_en.mp3,itself_meaning_ko.mp3,itself_example_en.mp3,itself_example_ko.mp3,초급,2
jam,잼,,저는 아침에 빵에 딸기잼을 발라 먹어요.,I spread strawberry jam on bread in the morning.,jam.png,jam_word_en.mp3,jam_meaning_ko.mp3,jam_example_en.mp3,jam_example_ko.mp3,초급,2
jazz,재즈,,카페에서 부드러운 재즈 음악이 흘러나왔어요.,Soft jazz music was playing in the cafe.,jazz.png,jazz_word_en.mp3,jazz_meaning_ko.mp3,jazz_example_en.mp3,jazz_example_ko.mp3,초급,2
jewellery,보석류,,그 가게는 아름다운 보석류를 팔아요.,That store sells beautiful jewellery.,jewellery.png,jewellery_word_en.mp3,jewellery_meaning_ko.mp3,jewellery_example_en.mp3,jewellery_example_ko.mp3,쇼핑,2
joke,농담,,민수의 농담에 모두가 웃었어요.,Everyone laughed at Minsu's joke.,joke.png,joke_word_en.mp3,joke_meaning_ko.mp3,joke_example_en.mp3,joke_example_ko.mp3,초급,2
journalist,기자,,그 기자는 사고 현장을 취재했어요.,The journalist reported from the scene of the accident.,journalist.png,journalist_word_en.mp3,journalist_meaning_ko.mp3,journalist_example_en.mp3,journalist_example_ko.mp3,초급,2
jump,뛰다,,아이가 물웅덩이를 보고 높이 뛰었어요.,The child jumped high when he saw the puddle.,jump.png,jump_word_en.mp3,jump_meaning_ko.mp3,jump_example_en.mp3,jump_example_ko.mp3,초급,2
kid,아이,,공원에서 아이들이 신나게 놀고 있어요.,Kids are playing happily in the park.,kid.png,kid_word_en.mp3,kid_meaning_ko.mp3,kid_example_en.mp3,kid_example_ko.mp3,초급,2
kill,죽이다,,이 약은 나쁜 세균을 죽여요.,This medicine kills harmful bacteria.,kill.png,kill_word_en.mp3,kill_meaning_ko.mp3,kill_example_en.mp3,kill_example_ko.mp3,위기탈출,3
king,왕,,옛날에 이 나라에는 지혜로운 왕이 있었어요.,"Long ago, there was a wise king in this country.",king.png,king_word_en.mp3,king_meaning_ko.mp3,king_example_en.mp3,king_example_ko.mp3,초급,2
knee,무릎,,넘어져서 무릎이 아파요.,"I fell down, so my knee hurts.",knee.png,knee_word_en.mp3,knee_meaning_ko.mp3,knee_example_en.mp3,knee_example_ko.mp3,초급,2
knife,칼,,엄마는 칼로 사과를 잘랐어요.,Mom cut the apple with a knife.,knife.png,knife_word_en.mp3,knife_meaning_ko.mp3,knife_example_en.mp3,knife_example_ko.mp3,위기탈출,3
knock,두드리다,,문을 두드리고 들어오세요.,Please knock on the door and come in.,knock.png,knock_word_en.mp3,knock_meaning_ko.mp3,knock_example_en.mp3,knock_example_ko.mp3,초급,2
knowledge,지식,,책을 많이 읽으면 지식이 늘어요.,"If you read many books, your knowledge increases.",knowledge.png,knowledge_word_en.mp3,knowledge_meaning_ko.mp3,knowledge_example_en.mp3,knowledge_example_ko.mp3,초급,2
lab,연구실,,학생들은 연구실에서 실험을 했어요.,The students did an experiment in the lab.,lab.png,lab_word_en.mp3,lab_meaning_ko.mp3,lab_example_en.mp3,lab_example_ko.mp3,초급,2
lady,여성,,그 여성은 길을 잃은 아이를 도와주었어요.,The lady helped the lost child.,lady.png,lady_word_en.mp3,lady_meaning_ko.mp3,lady_example_en.mp3,lady_example_ko.mp3,초급,2
lake,호수,,우리는 주말에 호수 옆에서 산책했어요.,We took a walk by the lake on the weekend.,lake.png,lake_word_en.mp3,lake_meaning_ko.mp3,lake_example_en.mp3,lake_example_ko.mp3,여행,2
lamp,램프,,책상 위의 램프를 켰어요.,I turned on the lamp on the desk.,lamp.png,lamp_word_en.mp3,lamp_meaning_ko.mp3,lamp_example_en.mp3,lamp_example_ko.mp3,초급,2
laptop,노트북,,저는 노트북으로 숙제를 해요.,I do my homework on a laptop.,laptop.png,laptop_word_en.mp3,laptop_meaning_ko.mp3,laptop_example_en.mp3,laptop_example_ko.mp3,초급,2
laughter,웃음,,교실 안에 밝은 웃음이 가득했어요.,The classroom was filled with bright laughter.,laughter.png,laughter_word_en.mp3,laughter_meaning_ko.mp3,laughter_example_en.mp3,laughter_example_ko.mp3,초급,2
law,법,,모든 사람은 법을 지켜야 해요.,Everyone must follow the law.,law.png,law_word_en.mp3,law_meaning_ko.mp3,law_example_en.mp3,law_example_ko.mp3,초급,2
lawyer,변호사,,그 변호사는 손님에게 법적인 조언을 해 주었어요.,The lawyer gave legal advice to the client.,lawyer.png,lawyer_word_en.mp3,lawyer_meaning_ko.mp3,lawyer_example_en.mp3,lawyer_example_ko.mp3,초급,2
lazy,게으른,,게으른 학생은 숙제를 자주 미뤄요.,A lazy student often puts off homework.,lazy.png,lazy_word_en.mp3,lazy_meaning_ko.mp3,lazy_example_en.mp3,lazy_example_ko.mp3,초급,2
lead,이끌다,,선생님이 학생들을 박물관 안으로 이끌었어요.,The teacher led the students into the museum.,lead.png,lead_word_en.mp3,lead_meaning_ko.mp3,lead_example_en.mp3,lead_example_ko.mp3,초급,2
leader,지도자,,좋은 지도자는 사람들의 말을 잘 들어요.,A good leader listens well to people.,leader.png,leader_word_en.mp3,leader_meaning_ko.mp3,leader_example_en.mp3,leader_example_ko.mp3,초급,2
learning,학습,,꾸준한 학습은 실력을 높여 줘요.,Steady learning improves your skills.,learning.png,learning_word_en.mp3,learning_meaning_ko.mp3,learning_example_en.mp3,learning_example_ko.mp3,초급,2
least,가장 적은,,이 상자에는 가장 적은 사과가 들어 있어요.,This box has the least apples in it.,least.png,least_word_en.mp3,least_meaning_ko.mp3,least_example_en.mp3,least_example_ko.mp3,초급,2
lecture,강의,,오늘 강의는 매우 재미있었어요.,Today's lecture was very interesting.,lecture.png,lecture_word_en.mp3,lecture_meaning_ko.mp3,lecture_example_en.mp3,lecture_example_ko.mp3,초급,2
lemon,레몬,,레몬은 맛이 시어요.,A lemon tastes sour.,lemon.png,lemon_word_en.mp3,lemon_meaning_ko.mp3,lemon_example_en.mp3,lemon_example_ko.mp3,초급,2
lend,빌려주다,,친구가 저에게 우산을 빌려주었어요.,My friend lent me an umbrella.,lend.png,lend_word_en.mp3,lend_meaning_ko.mp3,lend_example_en.mp3,lend_example_ko.mp3,초급,2
less,더 적은,,오늘은 어제보다 더 적은 사람이 왔어요.,Fewer people came today than yesterday.,less.png,less_word_en.mp3,less_meaning_ko.mp3,less_example_en.mp3,less_example_ko.mp3,초급,2
level,수준,,이 책은 초급 수준의 학생에게 좋아요.,This book is good for beginner-level students.,level.png,level_word_en.mp3,level_meaning_ko.mp3,level_example_en.mp3,level_example_ko.mp3,초급,2
lifestyle,생활 방식,,건강한 생활 방식은 매일의 습관에서 시작돼요.,A healthy lifestyle begins with daily habits.,lifestyle.png,lifestyle_word_en.mp3,lifestyle_meaning_ko.mp3,lifestyle_example_en.mp3,lifestyle_example_ko.mp3,초급,2
lift,들어 올리다,,그는 무거운 상자를 들어 올렸어요.,He lifted the heavy box.,lift.png,lift_word_en.mp3,lift_meaning_ko.mp3,lift_example_en.mp3,lift_example_ko.mp3,초급,2
likely,~할 것 같은,,내일은 비가 올 것 같아요.,It is likely to rain tomorrow.,likely.png,likely_word_en.mp3,likely_meaning_ko.mp3,likely_example_en.mp3,likely_example_ko.mp3,초급,2
link,연결,,이 연결을 누르면 새 페이지가 열려요.,"If you click this link, a new page opens.",link.png,link_word_en.mp3,link_meaning_ko.mp3,link_example_en.mp3,link_example_ko.mp3,초급,2
listener,청취자,,라디오 청취자들이 노래를 신청했어요.,The radio listeners requested songs.,listener.png,listener_word_en.mp3,listener_meaning_ko.mp3,listener_example_en.mp3,listener_example_ko.mp3,초급,2
lock,잠그다,,집을 나가기 전에 문을 꼭 잠그세요.,Be sure to lock the door before leaving the house.,lock.png,lock_word_en.mp3,lock_meaning_ko.mp3,lock_example_en.mp3,lock_example_ko.mp3,초급,2
lorry,화물 자동차,,큰 화물 자동차가 공사장으로 들어갔어요.,A large lorry entered the construction site.,lorry.png,lorry_word_en.mp3,lorry_meaning_ko.mp3,lorry_example_en.mp3,lorry_example_ko.mp3,초급,2
lost,길을 잃은,,길을 잃은 관광객이 경찰에게 도움을 요청했어요.,The lost tourist asked the police for help.,lost.png,lost_word_en.mp3,lost_meaning_ko.mp3,lost_example_en.mp3,lost_example_ko.mp3,위기탈출,3
loud,시끄러운,,시끄러운 음악 때문에 잠을 잘 수 없었어요.,I could not sleep because of the loud music.,loud.png,loud_word_en.mp3,loud_meaning_ko.mp3,loud_example_en.mp3,loud_example_ko.mp3,초급,2
loudly,큰 소리로,,그는 친구의 이름을 큰 소리로 불렀어요.,He called his friend's name loudly.,loudly.png,loudly_word_en.mp3,loudly_meaning_ko.mp3,loudly_example_en.mp3,loudly_example_ko.mp3,초급,2
lovely,사랑스러운,,그 강아지는 정말 사랑스러운 얼굴을 가지고 있어요.,That puppy has a really lovely face.,lovely.png,lovely_word_en.mp3,lovely_meaning_ko.mp3,lovely_example_en.mp3,lovely_example_ko.mp3,초급,2
low,낮은,,이 의자는 높이가 낮아서 아이에게 좋아요.,"This chair is low, so it is good for a child.",low.png,low_word_en.mp3,low_meaning_ko.mp3,low_example_en.mp3,low_example_ko.mp3,초급,2
luck,운,,시험에서 좋은 운이 따르길 바라요.,I hope you have good luck on the test.,luck.png,luck_word_en.mp3,luck_meaning_ko.mp3,luck_example_en.mp3,luck_example_ko.mp3,초급,2
